Author,Rating,Review Text,Review Text Length,Word Count,Avg Word Length,Rating Binary,Sentiment Polarity,Sentiment
Sara Lee,1,inaccur descript close dont say stop door pm told one would desk,64,12,4.416666666666667,0,0.0,neutral
Samarth Saxena,1,unhelp insensit staff accept packag theyll give fake promis deliveri date would take u turn accept shipment india guarante busi day day without track updat visit said dont know anyth delay normal wow pathet post offic bewar manag staff bad attitud,247,41,5.048780487804878,0,-0.23749999999999996,negative
Matthew Ma,1,would give star possibl charg cent qr code locat money monger locat,67,12,4.666666666666667,0,0.0,neutral
RAMIN GULIYEV,1,post offic close pm visit today monday pm websit googl page arent updat yet wast time even written notic sticker close time pm,126,23,4.521739130434782,0,0.0,neutral
candice marshall,1,disrespect call women name armela get cashier unprofession treat custom like dog disown pleas hire better staff thank one even say hello come attitud chew gum hand money bare budg hand receiv money last time week ago got cashier situat that time speak laugh told said wait that excus didnt put hand liter held hand close stomach lean counter hand money that wait realli terribl excus u wait first held money notic wasnt budg lean forward put hand custom servic beyond unprofession go doesnt say hello super rude,511,88,4.818181818181818,0,0.1619047619047619,neutral
JE MA,2,absurdli long line up despit peopl wait long time one super slow staff member oblivi peopl waitingthi post offic infuri hie staff hire better staff,147,25,4.92,0,0.08666666666666664,neutral
Melissa Sinclair,1,mail drop box neighborhood live dunda mabel there box put mail send around unless walk feet cant due disabl,107,19,4.684210526315789,0,0.005681818181818177,neutral
Onemore Snottyyoutubeopinion,1,went yesterday sunday morn line client span across aisl shopper typic post offic one employe work like understaf long line up post offic locat simpli walk line hour send one letter expresspost absurd,199,33,5.0606060606060606,0,-0.275,negative
Joonwoo,2,despit hand shipment clerk post offic shipment never scan updat potenti got lost transit scan barcod shipment simpl task take less second time put bin mid age white ladi work sept th pm know exact time drop sinc rush make offic close furthermor follow cp custom servic investig resolv case oct th month away peopl make sure see clerk scan item dont get comfort trust peopl job right send multipl shipment busi use offic frequent satisfi asian men women work day time help happen first time drop packag even clerk,512,90,4.7,0,0.12190476190476192,neutral
Simon W,4,locat insid shopper drugmart back corner food busi around pm everyon finish work person work prepar wait staff friendli process everyth correctli,145,22,5.636363636363637,1,0.0,neutral
Gerald M,3,sadli review accur long line demograph custom rang frail senior young folk thought id tri locat long wait senior love chat agent front recept canada post locat recommend detour anoth locat unabl wait least minut longer,218,36,5.083333333333333,0,0.04,neutral
Ashish Sharma,5,contrari review went yesterday deliv packag canada post around pm took around min get work done ladi counter also help mayb depend time go,138,24,4.791666666666667,1,0.0,neutral
Mika Hamilton,1,wait minut line drop return packag there one computerregist busi downtown locat see multipl review state issu long wait im surpris hasnt address,144,23,5.304347826086956,0,-0.05,neutral
colin menezes,5,great experi canada post outlet gentleman behind counter lot experi precis dilig work outlet amaz everyth need right stamp collector coin kind pack box etc gone twice gift card get reload visa card also got roll stamp everyth need readili avail servic quick reach peopl infront yet done less min place trueli neighborhood friendli post offic,341,56,5.107142857142857,1,0.242063492063492,positive
Your Honest Reviewer,5,although canada post locat sometim hit miss receiv except servic nave past saturday show proof identif receiv crimin background check process done minut howev wait minut common staff take frequent break locat realli want thank nave super friendli help,251,39,5.461538461538462,1,-0.029166666666666688,neutral
Landy Shu,1,worst experi ever man work tuesday afternoon wear glass rude also discrimin us white man offer good servic polit treat us impati yellow facew want return packag that attitud make friend felt discomfort place first time come would last timeim disappoint canada post place,270,44,5.159090909090909,0,-0.05000000000000001,neutral
Ling Kao,2,breach retail contractu agreement canada post remain close outlin canada post retail oper hour closur occur numer occas conflict canada post hour oper store associatehead pharmacist risk lose canada post postal outlet signific revenu loss,238,35,5.828571428571428,0,0.0,neutral
Thanuja V,1,worst experi ever first time return cloth item sure ship brought origin box cloth tape ask man tape told buy would spend tape one box wast time extrem bad experi know canada post run asham servic definit go up next time,219,41,4.365853658536586,0,-0.18999999999999997,neutral
Anastasia,2,accept post offic worker break time would great mention break hour longer minut custom plan time need pick parcel take coupl minut wait instead,143,24,5.0,0,0.8,positive
Garry hundal,5,ladi magzina super help nobodi want custom forgot renew po box allot someon els request person give back thanx magzina,118,20,4.95,1,0.16666666666666666,neutral
Aanchal Punia,5,ladi name magzina gem help one friend trv passport request keep support like thankyou,85,14,5.142857142857143,1,0.0,neutral
Hardik Joshi,5,work relat canada post highli recommend visit post offic magzina kind help,74,12,5.25,1,0.6,positive
GIREESH KAKUTURU,5,super friendli especi magzina wonder woman sincer appreci effici graciou custom servic appreci help gave today,110,16,5.9375,1,0.3333333333333333,positive
vivek kapoor,5,post regist letter today lost track receipt etc trace step back couldnt find receipt amaz experi post canada employe magzina help track detail also gave photocopi envelop busi effici compassion thank god bless,209,33,5.363636363636363,1,0.0,neutral
Dancerneverstop,1,drive way heavi packag handov canada post branch see notic time break none servic work hoursl close pm cut time period servic without let custom know advanc lazi staff,167,29,4.793103448275862,0,0.0,neutral
he bi,1,white trashi girl work today juli sat extrem rude indiffer lazi refus even move packag weigh scale storag room request said heavi god mid size packag im person skimmer come couldnt especi job let alon alway disappear duti work hour worst canada post staff ever seen canada post shopper fire right away inde with trash,317,55,4.781818181818182,0,-0.20285714285714285,negative
John Smith,1,lost parcel drop month ago never took respons even tri resolv problem ask unexpect custom contact receiv even show evid worst ship experi life,142,24,4.958333333333333,0,-1.0,negative
Sahar Aurora,1,think need take canada post shopper useless say open pm get close liter one person store hard time find told oh yeah staff call sick read review seem like first time happen go let canada post know locat reason serv peopl way ruin canada post reput,247,46,4.391304347826087,0,-0.2511904761904762,negative
L Z,1,went outlet drop amazon return packag asian guy work told need buy tape process packag never problem went anoth canada post street got packag process minut actual less inch tape need seal box,191,33,4.818181818181818,0,-0.05555555555555555,neutral
Harry in Downtown,1,staff know print label creat paid client ask go somewher print final use photocopi machin take label phone screen disappoint servic compar anoth locat canada post,162,26,5.269230769230769,0,0.0,neutral
Blake Wallace,1,everytim come locat wait upward min gotten absurd,49,8,5.25,0,-0.5,negative
J G,5,friendli staff alway help find best valu ship rate line long common cp locat,76,14,4.5,1,0.21666666666666665,positive
THUNDER CLOUD,5,canada post offic insid shopper convienienltli locat acces enrtranc corner queen street east parliament street south side queen street histor corktown although back right hand corner insid shopper found custom servic handl courteous good servic famili local resid use year addit mine person mail well busi purpos pleas withthey also sell stamp post offic counter envelop item may need mail left counter notic employe hard work handl mail arriv time way small line up prove got move quit well c janth thunder cloud authorstorytel,528,84,5.2976190476190474,1,0.13050595238095236,neutral
Joel Rose,5,ive mani time havent issu guy tonight jin friendli drop everyth assist there park help your pick big heavi item use amazon pickup point,135,24,4.666666666666667,1,0.0,neutral
Keith Ver,5,courteou fast servic staff nice gladli accommod queri tip tho get deliveri notic make sure call first go sometim packag might yet pay check first,145,25,4.84,1,0.36,positive
Jooye kwok,5,love canada post locat everi time help thoroughli call one time ask one staff member look someth manual essenti go long list transact find mine staff member success find need friendli despit locat get realli busi time custom staff member effici friendli highli recommend,270,44,5.159090909090909,1,0.25,positive
Andreas Lerch,2,honestli wouldnt given star teller didnt give hard time give piec tape attach pack label parcel realiz free pack servic parcel packag need piec tape attach ship label packag big deal alreadi paid ship pleas pick choos tape battl would total understood tri wrap whole packag rant,278,47,4.9361702127659575,0,0.06166666666666667,neutral
Md Shohel RanaXp,1,im sorri say deliv person didnt call home deliveri give notic card collect post offic wich far away home took hr valuabl time taxi took could solv st day give min phone call,173,33,4.2727272727272725,0,0.1,neutral
Steve gobbo,5,good fast servic regardless work behind counter go mani time seem ok darci best,79,14,4.714285714285714,1,0.4,positive
Mei owo,1,ive go alot neighbourhood women work respect manner cant understand speak treat custom aggress tone filthi cant seem know interact custom respect manner whenev go drop packag alway speak low tone respect exchang confront aggress rude attitud make uncomfort speak worker custom skill unprofession would recommend avoid place,323,48,5.75,0,-0.15,neutral
Patrick Maberry,1,today ladi work didnt compass refus give packag told id expir knew photo id even expir nice show student id name credit card even photo passport phone make sure knew still refus tell compani polici understand polici peopl need compass make one time except good custom servic driver deliv door tho decid drop,307,53,4.811320754716981,0,0.6,positive
M M,1,woman work post offic rude unkind custom servis skill soever forgot check name alway bossi rude normal avoid post offic make soo uncomfort work doesnt know treat custom,168,28,5.035714285714286,0,-0.15,neutral
Anna Rebodos,5,brought packag sent us today postal clerk duti extrem help senior least bit tech savvi assist fill custom form gave tip reduc postal charg awe amaz,147,26,4.6923076923076925,1,-0.3,negative
Laura Kittar,1,could rate zero star would women work canada post absolut sour miser unwil assist comb ask question overal horribl custom servic experi larg packag pick canada post didnt even attempt drop hous home day staff rude unhelp process pick skip locat unless want day ruin,265,45,4.911111111111111,0,-0.225,negative
Stephanie Woods,5,man help sort mail forward mom pass patient kind alway friendli servic,70,12,4.916666666666667,1,0.6,positive
Zareef Houston,5,best custom servic canada post ive william cowork rock,54,9,5.111111111111111,1,1.0,positive
PAWAN MADANKAR,1,rude unhelp staff couldnt figur print ship label take long lunch break custom wait never saw servic anywher realli horribl,122,20,5.15,0,-0.175,neutral
Angela Y,1,came sunday hour oper state theyr open pm came pm alreadi gate close clerk said close day understand came still half hour post close time updat hour would greatli appreci save peopl unnecessari trip,198,34,4.852941176470588,0,-0.08333333333333333,neutral
basedomg,5,guy work afternoon legend cant rememb name he featur photo he extrem knowledg effici around beauti,98,16,5.1875,1,0.0,neutral
Nyuri A,5,one best experi canada post male offic think first name start j last name look like keir gilchrist anyway help nice everi singl custom obvious thank first onlin ship went smoothli hope there alway offer like everi canada post lol,229,40,4.75,1,0.36250000000000004,positive
India M. Clamp,3,review progress first stop liquor store locat somewhat unclear california post offic stand alon locat canada post locat insid retail store nice surpris nice meet today zenni appreci help learn canada post two kind offer appreciatedunexpect like rush canada quot advis long would take item arriv commun properli address given end destin letter post anticip respons,363,56,5.5,0,0.39999999999999997,positive
Nick Wimpney,1,refus give packag compani name without busi card id went back offic got busi card offic manag refus give driver licens doesnt match busi card busi card id right isnt signatur requir deliveri recipi usual leav lobbi anyon walk could steal today weve got jump hoop get packag,273,48,4.708333333333333,0,0.011904761904761899,neutral
Ray Abedin,5,hi post card sent march didnt write address pleas contact still provid address,78,13,5.076923076923077,1,0.0,neutral
Mikau Seafox,1,canada post twice return parcel sender order week ago basi apart surrey invalid address live apart year someon live receiv parcel purol far less issu mine quit possibl wors postal servic countri bar none,203,34,5.0,0,0.05151515151515151,neutral
Cora Penaflorida,1,outlet yesterday june pm th person line store clerk said close next line told announc claim mail someth requir track number leav person behind said pick someth store clerk said ye differ serv custom mail letter vs custom pick someth never mind long line outlet kind servic given yesterday unaccept peopl come outlet one area hope anoth outlet open area less peopl would come outlet put one star outlet deserv zero star,418,72,4.819444444444445,0,-0.002777777777777782,neutral
Whitney Bee,5,small busi im alway canada post ship parcel ive tri mani locat staff locat extrem fast effici even there alway line peak time everi singl canada post staff member profession patient need ask question dont overcharg packag usual provid solut save money unlik canada post outlet,276,46,5.021739130434782,1,-0.09999999999999999,neutral
Jana Evans,5,best post offic employe ever last night guy sure name light beard help lot send packag cheapest way post offic busi multitask help serv custom meantim pack stuff fill form friendli effici fast honestli buy gift card next time,225,39,4.794871794871795,1,0.35000000000000003,positive
Hannah taki,1,staff member seem provid amaz custom servic unfortun one member middl age ladi chines accent might need kind train custom servic way say kind tricki sound quit rude,164,28,4.892857142857143,0,0.325,positive
Praveen Pious,5,visit place send two mail usa employe courteou help send mail didnt spare envelop employe loan two envelop nomin rate want track includ mail also done without issu thank wonder servic,183,31,4.935483870967742,1,0.0,neutral
Maria W,3,ive go like decad pretti mediocr servic short older asian ladi counter work morn alway seem bad mood whenev ask anyth would basic shout back answer like stupid older asian man hasnt rude he realli slow seem kind miser havent troubl staff even peopl seem sometim take lunch without someon cover leav sign back minut sure still work one young ladi excel custom white ladi brown hair super nice super help problem coupl time went next busi day pm get packag wasnt post offic yet would recommend go busi day receiv door knocker sure,528,94,4.627659574468085,0,0.05714285714285715,neutral
Cindy Tang,4,staff profession usual drop packag process realli fast howev alway long line custom alway take extrem long time sinc social distanc measur peopl mask requir dont mind much wait inlin,182,30,5.1,1,0.01388888888888889,neutral
,1,worst locat employe could take cours custom servic staff condescend rude outright blame canada post notif show packag readi pick fake wait day get remind lazi see custom pile packag scan theyr instead stand around gossip full circl shopper interrupt nope theyr still gossip get mad interrupt senior asian ladi long wavi hair worst,330,54,5.12962962962963,0,-0.390625,negative
Randy MacPhee,5,lot peopl say locat realli bad went today ladi work padma great quick friendli profession,89,15,5.0,1,0.14444444444444451,neutral
Julia Penwarden,5,attend rpo yesterday telu returnno return label instruct telu clerk took parcel print label gave receipt track number explain told good day,139,22,5.363636363636363,1,0.7,positive
Nicky Lee,5,great custom servic nice clean place offici canada post offic hour better one,77,13,5.0,1,0.5666666666666667,positive
B L,1,worst custom servic ever ive mani time never good experi,56,10,4.7,0,-0.675,negative
Kay X,1,chines ladi work sunday know multitask told allow drop off ask go back line custom becom outrag postal offic allow prepaid drop off need scan chanc,147,26,4.6923076923076925,0,0.0,neutral
Ali Farokhi,1,employ branch play paid dollar overnight servic toronto document didnt arriv yet day contain delta port need releas day equal dollar late pick sure go respons damag wors servic ever seen dont go play,199,34,4.882352941176471,0,0.06666666666666667,neutral
Katherine Scrimshaw,1,servic wildli unreli ive sever time one man counter three occas told person suppos work didnt show mani mani time ive stood long line minut wait someon get break use locat option,178,32,4.59375,0,-0.05,neutral
jw zale,1,guy hat work unfriendli impati cant ask question seem alway busi stuff desir respond question seem like chines peopl dont want wast time,136,23,4.956521739130435,0,0.0,neutral
Alexander Leung,5,tldr fast help servic get job done well main express review live area go canada post experi ive come time past year pleasant ive place ive experienc issu languag barrier unhelp stress employe closur without notic mani time ive theyv spent extra time help peopl read direct save firstborn quit impress deal custom like day without rip hair want canada post marin express fast tick reliabl tick patient help offer solut ship problem tick plenti free park nearbi tick shop isnt cleanest there anoth repair busi oper unit canada post busi togeth deserv love put would definit recommend locat other ive alway help philip cool guy w heart game youll notic,649,111,4.8558558558558556,1,0.13652597402597405,neutral
Karena T,1,pleas ensur updat hour googl came last thur pm store close came today monday pm store close time googl said store would open,124,23,4.434782608695652,0,0.0,neutral
nicole,2,okay locat person provid servic quick unfriendli come convenienceproxim prefer sdmlondon drug canada post offic,111,15,6.466666666666667,0,0.41666666666666663,positive
Sam Jaspar,5,extrem help quick servic,24,4,5.25,1,0.3333333333333333,positive
Andrea Papp,1,locat perman close closest post offic hast kaslo despit inform googl locat close includ photo refus delist map mark perman close rest assur cp termin contract locat inde close,175,29,5.068965517241379,0,0.0,neutral
Sibylle Stipp,1,locat close sinc march canada post updat onlin link state close,63,11,4.818181818181818,0,0.0,neutral
Chucho Godinez (GasparIlom),1,post offic close locat peopl work helpful ask nearest post offic,64,11,4.909090909090909,0,0.0,neutral
Michelle Baudais,1,locat close visit today longer post offic first nanaimo,55,9,5.222222222222222,0,0.25,positive
Alex Dan,1,attempt give locat busi want canadian ship parcel need strip two box tape parcel told employe must buy roll box tape theyr privat locat give busi instead ive dozen locat dont mind help give strip tape custom courtesi locat,222,39,4.717948717948718,0,0.0,neutral
hammy pie,5,favorit post offic ladi alway super friendli help advis use canada post flat rate box there sometim line servic fast effici probabl custom issu complic request,159,26,5.153846153846154,1,0.16944444444444443,neutral
Nicky Lee,5,realli like custom servic ship lot one closer canada post around alway will help save money offer best option els ask,117,21,4.619047619047619,1,1.0,positive
Sabrina T,1,refus packag real post offic male staff question im businessim tri drop packag said dont accept busi packag ask go locat sign say busi packag accept written polici person prefer howev saw full bin busi flyer tabl lol,216,38,4.7105263157894735,0,0.3375,positive
Kseniya Soldatenko,5,one favorit locat st closest post offic home servic usual fast ship averi week dont rememb problem locat fyi mail pick time locat usual around pm busi day tri bring mail time catch mail pick,190,35,4.457142857142857,1,-0.09999999999999999,neutral
fanny ling,1,went ship parcel didnt box purchas box clearli use box reus still pay nearli polit ask tape close box front ladi roll eye ask didnt tape advancebr tape world suppos tape advanc bought box spot well end charg tape wouldnt offend wasnt sarcast dont go one oaknd much profession friendli,284,50,4.7,0,0.2,positive
A KL,1,busi locat long line up dont commun peopl stand line got front wait minut told step asid go onlin file custom form come back told one sour face agent go back line wait anoth minut much pleasant help agent came took line get parcel sort get star review moan groan canada post ship carrier take revenu difficult keep canada post worker employ two option send two small item worth uk pay air surfac take two month track never ship anyth nation intern use canada post absolut disgrac,479,87,4.517241379310345,0,0.01041666666666665,neutral
Anand Arungundram Mohan,5,brenda l help even though take long time get new debit card work profession got work done perfectli wish best kudo help custom till issu got resolv took money order less expens even bank charg,192,35,4.514285714285714,1,0.22992424242424245,positive
HandbagBeast,1,worker help alway see long queue outsid london drug servic slow even worker front desk see staff give hand person experienc staff sent away find cardboard insid london drug appropri method document end spent hour mail second time guy sent away said parcel arriv yet doubt true wish manag look attitud staff,306,52,4.903846153846154,0,-0.020000000000000018,neutral
dmg luxury,1,everytim come drop item look acknowledg thank greet smiley face unlik canada post offic know locat busi custom servic realli bad feel lol,137,23,5.0,0,0.0500000000000001,neutral
JiMi S,1,definit worst servic experi life want send parcel intern line long wait min got counter clerk said need onlin registri thing grey unnotic sign new system stood next line french side face toward peopl went websit want regist accountemail verif need measur parcel put approxim number dont ruler scale hard work came counter clerk said need cancel put wrong number measur valid origin purpos anyway gave even pass whole process charg extrem expens deliveri take least month mayb shame name canada post,498,82,5.085365853658536,0,-0.18553030303030305,neutral
Sasan,1,unprofession peopl post offic need proof address ontario live year ago fwd mail bc proof id current address enough fwd mail mail name dont understand need proof address year ago updat document bc,195,33,4.9393939393939394,0,0.04545454545454545,neutral
Cuisin Art,5,use locat sinc move neighborhood alway friendli help staff great place pick amazon shipment return lot help use moneygram,121,19,5.421052631578948,1,0.8,positive
Nikko Wong,1,trust post offic locat drop amazon return right hand postal clerk didnt even get initi scan lost return never issu pre paid amazon drop off canada post locat,157,28,4.642857142857143,0,0.2857142857142857,positive
Kristina Patterson,5,friendli fastservic overal good experi use go post offic madison centr closer howev extra distanc total worth goe show import good custom servic keep come back locat,165,27,5.148148148148148,1,0.2833333333333333,positive
Jen Moxin,5,ive locat two three time staff kind patient,43,8,4.5,1,0.6,positive
sandeep kaur,1,worst servic ladi work rude dont even tri guid peopl like envelop requir know noth custom servic long wait line work could done earlier tri help give inform first time rather behav like custom must know everyth,210,37,4.702702702702703,0,-0.22000000000000003,negative
Ruqayyah Mohammed,1,horribl servic asian man rude idk name staff nice he horribl speak close earli hour keep mind come locat,104,19,4.526315789473684,0,0.09999999999999999,neutral
sagar saini,1,ladi unprofession sens deal custom talk rude bad attitud never go dont even guid custom parcel process wast two parcel envelop last said incorrect accept,153,25,5.16,0,-0.33333333333333326,negative
Rajveer Sekhon,1,wish star option probabl give ladi work extrem rude doesnt give full inform send parcel wonder hire front desk associ clue job,126,22,4.7727272727272725,0,0.024999999999999994,neutral
Molly Mangat,1,sent packag last month india deliveri guy said need money first give packag sent took rs reason behind money tax,112,20,4.65,0,-0.05000000000000001,neutral
Danielle Ryan,1,dont think ive ever wors canada post experi woman work unbeliev rude partner came confirm ident mail forward move question process work want confirm would fact includ mail forward willing give answer work mani year custom servic face role patienc peopl work posit like berat day becom frustrat day begun would recommend go elsewher postal need,343,56,5.142857142857143,0,-0.024999999999999994,neutral
Moises Schini,4,realli like canada post locat conveni busi staff alway friendli there underground park lot charg one hour refund ir minimum purchas,131,21,5.285714285714286,1,0.0,neutral
Aaron Nakama,1,one pay park get insid yet one counter differ hour throughout day th time time there sign say post offic reopen xxx either your open post hour close altogeth,157,29,4.448275862068965,0,0.0,neutral
Sade Leschuk,1,went ship packag day ladi kept tri convinc go expens option insur coverag past alway fold item smallest possibl ive save per packag take air ladi liter expand packag therefor charg make packag carri cloth pant locat hour half away,230,40,4.775,0,-0.20833333333333331,negative
Dina W,1,went saturday th august send import envelop open hour meant pm find someon took break hour sign counter show reopen time pm unbeliev washroom break min understand lunch break hour cover,185,31,5.0,0,0.0,neutral
Allstone,1,store cover staff break come twice staff break coverag conveni custom focus,75,12,5.333333333333333,0,0.0,neutral
Andri Sadlak,2,offici schedul say post offic open sunday pm show huge heavi packag nobodi sign well back drop parcel return close wait actual accept packag give two star wast much custom time tru notic theyll back,198,35,4.685714285714286,0,0.10000000000000002,neutral
Ben Cooner,5,lot karen dave complaint individu work give servic like life use courier desper,79,13,5.153846153846154,1,-0.3,negative
Trilby Wiens,5,ive alway friendli help servic post offic wait minut felt like hug staff move came first time use treat like big inconveni staff last post offic thank,150,27,4.592592592592593,1,0.08333333333333333,neutral
Jessi Pomeroy,2,normal great close hour earli could drop parcel notic indic adjust hour,71,12,5.0,0,0.47500000000000003,positive
Cheryl McKelvey,5,visit post offic mani time great experi time matur ladi counter help put chang address also sent back telu equip best servic town plu realli know cda post reg polici like peopl employe cda post drug store employe respons learn everyth week would go anywher els anyth semicomplex,278,48,4.8125,1,0.6,positive
Milajade Collections,5,guess care busi ive use post offic compani document packag year relationship great packag miss wait po box send text call risk return would assum mani post offic would custom mani almost hostil custom glad found littl gem west van postal glori,243,42,4.809523809523809,1,0.65,positive
Paul Silverstone,1,live park royal tower mail deliveri worst experienc today monday week labor day weekend subscrib sever magazin cost hundr dollar time sensit news receiv singl magazin day weekli mail canada infuri receiv magazin time fashion would like better deliveri system,258,40,5.475,0,-0.12121212121212122,neutral
Caity McDaniel,5,best custom servic ever experienc everi singl person accommod went complet way make sure nice day would recommend go post offic although busi may go time mail even though live differ citi star,192,33,4.848484848484849,1,0.5590909090909091,positive
Aftaab Gulam,5,fantast servic post offic staff kind courteou alway will go way accommod kind question request,94,15,5.333333333333333,1,0.6,positive
Yo Sep Lee,1,hope could give minu point even abl put parcel mail box condo arbitrarili drop post offic pick experienc today unpleas event mikami monami invok regul dont think stick rule dont get think spit,192,33,4.848484848484849,0,0.0,neutral
Jawad Jawz Ahmad,1,stationari assist surpris postal compani branch money order avail either guy wasnt help either suggest pointer anoth much use branch,132,20,5.65,0,0.2,positive
Patrick Valdes,5,half hour close wasnt busi today though still steadi whenev visit past joella think canada post rep name receipt she alway help custom,134,23,4.869565217391305,1,-0.20833333333333331,negative
Nicholas Au-Yeung,1,ajayp super rude unhelp ladi infront simpli tri mail letter made thing super complic ladi ignor question repli answer complet irrelev even ask valu written letter,162,26,5.269230769230769,0,0.12222222222222222,neutral
SAA G.,1,one star seem much decemb st around went parcel pick tri explain clerk situat got super passiv aggress rude wouldnt even bother listen wast time gave wrong post canada custom servic phone line call felt like didnt even want work horribl experi,243,42,4.809523809523809,0,-0.06666666666666667,neutral
Guillaume Pelletier,1,im sorri rude ladi work doesnt two brain cell rub togeth complain packag heavi complain mani packag complain complain complain listen dear ladi job plenti peopl would happi take place make weird rule packag measur argu berat even tri tell agre doesnt make sens dont know problem everi singl time go hard time go canada post offic normal level servic,349,60,4.833333333333333,0,-0.2354166666666667,negative
Kyal Scott,5,spoke phone christina miss item issu love warm specif help thank christina,74,12,5.25,1,0.55,positive
Justin West,1,major snow storm week get packag christma sunday well folk locat decid close earli pm left sign counter peak head window mail room saw quickli duck didnt actual come serv patron made brave cold slipperi sidewalk terribl drive condit stay open least post someth line peopl dont wait time safeti,293,50,4.88,0,-0.005357142857142846,neutral
Jess Watson,1,horribl custom servic activ avoid locat one specif employe there countless review,81,12,5.833333333333333,0,0.0,neutral
Mert Akbal,1,agre everybodi experi dismiss although parcel right back second trip ruin work day didnt even mean make first trip inconveni go back check parcel name address deliveri man forgot drop barcod done canada post pick locat super easi way dismiss peopl say canada post unhing would feel went compani suppos locat peopl uniform would say work,336,56,5.017857142857143,0,0.07950680272108844,neutral
Suleimy Rios Aguilar,3,locat great close metro station visit locat first time wednesday afternoon guy rude saw front desk took time saw look packag minut decid ask want rude way send letter often first time someon staff rude unfriendli request stamp ask cash paid staff usual give stamp place time guy place stamp wrong posit almost middl envelop take care place right place tri break know bad day unfortun one peopl line deal attitud,411,71,4.802816901408451,0,-0.07642857142857143,neutral
The Unboxer,1,bad servic need hire peopl speak proper english ladi counter refus send packag wrist watch agre accept packag sudden say comput stop work ridicul staff untrain doesnt speak proper english sad see cant get profession what wrong union employe,240,39,5.17948717948718,0,-0.21249999999999997,negative
Ila Varshney,4,quick servic ladi store help suggest best way send parcel also help regul maximum weight send parcel fyi ladi realli help super rude easili notic differ overal locat far far better canada post aberdeen center,208,35,4.9714285714285715,1,0.2458333333333333,positive
Jana Evans,1,bad servic today usual find indian ladi beyond help today short older ladi gray hair longish bob didnt even smile overwhelm work say busi peopl line normal postal offic often send packag post offic person alway give advic best cheapest way indian ladi would alway recommend mani packag weight reach etc happen highgat mall post offic go often well today woman reject question repeat busi peopl wait decid send anyth left job much handl shouldnt know fact except peopl super help fast time updat went highgat mall post offic burnabi last night person help cours first tri fit box weight much suggest envelop one tri richmond cost servic envelop weight destin end cost time less told lineup twice long,699,119,4.882352941176471,0,0.11960784313725492,neutral
Sul Haji,5,went post offic shopper today super busi handl still excel custom servic need find depot mail servic found strata couldnt tell found amaz custom servic,151,25,5.08,1,0.3333333333333333,positive
Bri,3,liter never open say short staf year almost alway close pm recommend call updat theyv gotten much better still call go though safe,130,23,4.695652173913044,0,0.25,positive
Sam Mansour,5,everybodi rock heavi season canada post includ locat welloil machin folk locat friendli wellhumor welcom excel train downright part famili manag commend peopl good stuff,169,25,5.8,1,0.7,positive
Bren Da,5,big thank staff member work dec around pm help packag need urgent delay coupl week deliv home rout offic came quit busi near close time still tend best custom servic ever life saver your best,191,35,4.485714285714286,1,0.525,positive
Brody Isaak,4,occasion short staf alway nice get front line,45,8,4.75,1,0.3,positive
Livia,1,im home side side phone loud got notif parcel pick could find time essenti need packag essenti thing tire canada post lazi,122,22,4.590909090909091,0,0.1,neutral
Wei Xu,1,arriv pm saturday ladi refus offer servic even though said need stamp wonder center bad review,94,16,4.9375,0,-0.3999999999999999,negative
Tim _ Psycho Banana Cheese Cake,4,overal fine experi fast simpl process pick packag clerk could take time custom one keep talk thing packag dont blame staff due hour list googl vs hour shown email confus,169,30,4.666666666666667,1,0.1638888888888889,neutral
Mijoter Mijoter,1,today want send money ukrain moneygram countri warand woman canada post firstli ask address canada newcom temporari address mean secondli reject moneygram transfer want cri wast time result doesnt answer couldnt help transfer money ukrain wors servic uncorrect behavior,269,39,5.923076923076923,0,-0.3125,negative
Julian Zapanta,1,ive wait line rd person queue min want drop packag filipino girl work today aug learn priorit dealt thing would take longer peopl wait line thing would much simpler everybodi els thank god doesnt work hospit nurs guarante due lack priorit patient would die shed caus,266,46,4.804347826086956,0,0.037500000000000006,neutral
XY XY,1,arguabl worst canada post offic citi worst ever experienc life clerk late min today open slow take forev finish one singl custom feder canada post shut post chang owner licenc soon possibl,188,32,4.90625,0,-0.5199999999999999,negative
Michael Bergman,1,would prefer honor hour post publicli googl map instead hang sign counter state theyr break theyr unreli inconsider,115,18,5.444444444444445,0,0.0,neutral
puo,5,good experi wait time long employe fault,40,7,4.857142857142857,1,0.32499999999999996,positive
 ,5,nice ladi work help quickli figur get parcel,44,8,4.625,1,0.6,positive
Jacques Wang,1,canada post understaf even peak offic hr servic way slow expect wait min go peak time,85,16,4.375,0,-0.30000000000000004,negative
wild cloud,5,kind staff,10,2,4.5,1,0.6,positive
Nika Niknam,5,offic young kind gentleman name aboud work great sens custom servic alway provid use inform explain everyth patienc couldnt post document without help make feel eas believ deserv rais,183,29,5.344827586206897,1,0.5,positive
Rosie Keli,1,terribl disrespect employeeth ladi extrem rude help one thing abl help costum anoth even tri disregard complet told ladi never ask want track number believ th time properli send packag exact post offic alway ask track number send import document would ask track number understand might made mistak mayb even level disrespect straight mean rude yeah dont want get packag lost employe disrespect dont come terribl servic human human got treat peopl respect never come,465,75,5.213333333333333,0,-0.06607142857142857,neutral
