Name,Author,Rating,Review Text
,Jessica Till,5,Great spot to pick up fun gifts - especially for kids! My go-to shop for Squishmallows! The staff couldn’t be nicer!
,K Skinner,5,"Very friendly people that run this Canada Post office. Professional, quick, will always go here. Service is excellent consistently."
,Uli Najaf,5,"Very kind, positive and polite customer service. I will be coming here from now on. Thank you!"
,Shevch_dn S.D.official,5,"I was late for work, I asked the guy to do his job as soon as possible, exactly 1 minute later I left the office with my parcel, thanks for the excellent service and good mood, I put 5 stars"
,leufkensphoto,5,"I have been using this Canada Post location for two years and never had a problem. Always friendly service and my packages handled with care. The staff are great and have helped me a few times to get the best services for the items I am shipping through. Evergreen will continue to be my ""go to"" post office in the Midtown area."
,kuro,1,The older Asian gentlemen during the evening was not trained properly on using QR code shipping label and attempted to charge me for using the service. When I asked if he could confirm with a supervisor or head office he tried to direct me to the Rexall manager who is not in charge of the Canada post kiosk. Left to go to Canada post at a Shoppers location and got confirmation from staff that they should not charge for QR code shipping label and also process the package for you on the spot.
,Romana Huq,4,Always had good patient service from the Canada Post associates.  It's a demanding position so let's be fair.  Keep up the good work!
,AMIT SHARMA 9,1,"UNPROFESSIONALISM , I called over phone can i send my letter from here and when arrived 1 hour before closing time black lady at counter said she cant accept my post, when i told i talked before coming, she accepted.What was that? I asked how much time it will take to deliver, she does not know because she is rexall employee working at Canada post. Finally , i took my letter back from them. Wasted my time .👎🏿👎🏿👎🏿👎🏿👎🏿"
,Emily S,5,The older Asian gentleman is polite and professional. Never had any issues at this location. Tape isn’t expensive! Go to Dollarama and buy your own tape. Have your returns ready to go. End of story!
,Usman USI,5,Never encountered any wait times. Good service and speedy transactions. Would recommend. It’s inside of Rexall.
,Krutang Patel,5,"I had a fantastic experience at Canada Post today when I visited to return an Amazon order. The staff member who assisted me, Lubna, was incredibly polite and helpful throughout the entire process. She went above and beyond to ensure that my package was securely packed and ready for shipping. Her dedication to customer service was impressive, and I felt confident that my package was in good hands.
Thank you for the outstanding experience!"
,Kaila Mervin,1,"I tried to ship something out and had the wrong label, no big deal but the lady working, black lady not sure her name was very rude from the start of our interaction. She didn’t explain things properly  to me and was rushing trying to charge me for things before even explaining to me what was happening. It was a horrible experience, made me feel anxious to the point where i had to leave and head to a different location. She also had her headphone in the whole time. Super unprofessional."
,radhika maggi,1,"I’ve had worst experience in this store , there’s a black lady who work evenings in this canada post … she’s extremely rude for no reason , not at all helpful , extremely unprofessional shouting and loud for no reason . Instead of helping she makes others seem like they’re dumb , she just shouts saying “I don’t know what you’re talking about “…. Seems like she’s not willing to work. I don’t understand why she’s working there at first place if she hates her job that much !!
Very disappointed… No etiquette, no sense nothing .
Eventually had to head to other location… this was second time in a row … she’s good for nothing ."
,krunal patel,1,Senseless service. One of the lady doesn't have any respect towards customers. Literally felt like a garbage service. Always gives improper answer in bad manner. I would say 0 start out of 5. No recommendation at all. This one star is just to post review. Otherwise I would give lowest one.
,bill Mewho,2,"I've seen there are mixed reviews, good and bad, and that is how I experience myself also.  It is so depends who is working there. Having a short distance from my home, I get many items delivered here, as well as  mailing my items there. I've met nice people working there, and that is probably why the office gets the good  reviews (for them I should give 4-5 stars), but there is one particular person for which 1 star is too much. I have sent several letters which were at the limit for thickness, 19.5 mm, limit is 20 mm. As long as it pass the slot should be good. I've send several identical shape letters from different locations, and also from this office, but when this person is working refuses to send no matter what. Her name is Sonia, and has horrible customer service skills. For her sanity, for  the clients going there, for the Canada Post reputation, it should be much better if would take a job where doesn't need to deal with people."
,Luda Murr,2,"I am feeling like being harassed by someone at the office!
I use CP FlexDelivery service to pick up my items at the local office as there is no-one to answer the door during the day. Lately, someone at the PO started inundating me with paper-cards sending 2 per each item right away to my home address. The delivery apparently takes time, and, the cards arrive way after I pick my items. I stop by regularly and asked numerous times not to send the cards - to no avail. Someone is having fun and doesn't concern herself with the associated costs nor disturbance this causes."
,Joshua Wasswa,5,"no clue what the other people are saying about wait times, every time i go there is no line up and the person is either around the corner or right there. i did a pick up there and i was fast and easy, an employee stopped stocking a shelf to politely help me. glad its close to my house well be coming back for sure"
,Gurleen Kaur,1,Bad Attitude!!!! Customer Service = 0
,Eliza I,1,"Horrible!
For the amount of money we get charged we should at least be entitled to tape. Because that's one thing we don't have on us!
They don't have tape at all, I wonder how do they tape the boxes? With a glue stick!?
Not to mention their speed!!!!!!"
,Info Acb Canada,1,It's 9.30 no one at desk. Supposed to be open 9 am. Another public run company where service is in gutter.
,Michael Ballard,5,"I had several very positive experiences at this location over many years. It is a VERY busy location, so bring your patience and your manners. Some of the other customers can be curt and rude. Imagine one customer counting out over $7.00 in nickels, dimes and quarters  in lose change while over 20 of us waited in line."
,Sara Lee,1,Inaccurate description. If you close at 8 then don’t say it’s 9. I was stopped at the door at 8:05pm and was told no one would be at the desk.
,Samarth Saxena,1,"Very very unhelpful and insensitive staff. While accepting the package they’ll give you fake promises of delivery date and after that they would take U turn. While accepting my shipment to India, they guaranteed me 3 business days and now it’s been 3 days without any tracking update. When I visited them, they said we don’t know anything and delays are normal. Wow! Pathetic post office! Beware! Manager and all staff have bad attitude."
,Matthew Ma,1,I would give 0 star if possible charge 50cents for the QR code which no other location does. Money monger location
,RAMIN GULIYEV,1,"This post office closing at 8:00 pm (visited today on Monday 8:00pm) but in their website and google page aren’t updated yet. Wasted time because of that, even written on the notice stickers closing time at 9 pm."
,candice marshall,1,There is a very disrespectful so called women there name Armela if you get her as a cashier she is so unprofessional she treats customers like her dog she disowns. Please hire better staff thank you. For one she does not even say hello. She comes with attitude chewing her gum. Then when you are handing her money she barely budges out her hand to receive the money. Last time I was there about a week ago I got her as a cashier and same situation. That’s why this time I had to speak up. She laughed as I told her to she said I was “waiting” that’s her excuse as to why she didn’t put her hand out she literally held her hand close to her stomach. So I have to lean over the counter to hand her the money???? That’s what she was “waiting” for ? Really terrible excuse what are u waiting for I first held the money out and when I noticed she wasn’t budging I had to lean forward to put it in her hand. This is not customer service this is beyond unprofessional. She has to go she doesn’t say hello or how are you just super rude.
,JE MA,2,"Absurdly long line ups. Despite people waiting a long time, only one SUPER SLOW staff member oblivious to people waiting.This post office is infuriating. Hie more staff. Hire better staff."
,Melissa Sinclair,1,"There should be more mail drop boxes in my neighborhood! I live at Dundas and Mabelle. There's no box for putting my mail to send out in at all around here. Unless I walk 1000 feet , which I can't due to being disabled."
,Onemore Snottyyoutubeopinion,1,"When I went in yesterday (Sunday morning), there was a line of clients spanning across 4 aisles in Shopper's. Typical of the Post Office, there was one employee working. If you like under-staffed with long line ups this is the post office location for you. I simply walked out. Lining up for over an hour to send one letter by ExpressPost is just absurd."
,Joonwoo,2,"In despite of handing over the shipment to clerk at this post office, my shipment has never been scanned for the update and potentially got lost in transit. Scanning Barcode of the shipment is simple task and only take less than 10 second of their time to before put in the Bin. It was a mid aged white lady who worked on Sept 15th 2021 7:55pm, I know exact time of drop since I was rushing in to make it before office being closed.

Furthermore, I followed up with CP customer service, they will investigate and resolve this case by Oct 12th which is 1 month away from now.

People should make sure to see if clerk is scanning your item. Don't get comfortable and trust this people doing their job right.

I send out multiple shipments for business so using this office frequently, and I am satisfied with Asian men and women works during the day time they are helpful. But this happen for the first time when I drop off my package at the evening and other clerk was there."
,Simon W,4,Located inside the Shopper Drugmart in the back corner by the food. Very busy around 5pm when everyone finishes work. They only had 1 person working so be prepared to wait. Staff was friendly and processed everything correctly.
,Gerald M,3,Sadly the reviews are accurate. Long lines as the demographic of customers range from very frail seniors to young folks. Thought I’d try this location but it’s a long wait. Seniors do love chatting with the agents at the front reception of this canada post location. Recommend detouring to another location if you are unable to wait at least 15 minutes or longer.
,Ashish Sharma,5,"Contrary to all the reviews here, i went yesterday for delivering a package at canada post around 2pm and it took around 2 mins to get the work done. The lady at the counter was also helpful. Maybe it depends on what time you go there"
,Mika Hamilton,1,"Waited 75 minutes in line to drop off a return package. There’s only one computer/register for a busy downtown location, and I see multiple reviews stating the same issue of very long waits. I’m surprised this hasn’t been addressed."
,colin menezes,5,"Had a great experience at this Canada Post outlet. The gentleman behind the counter has a lot of experience and is precise and diligent in his work. The outlet is amazing, and has everything that you need right from stamps to collectors coins and all kinds of packing boxes etc. I had gone twice, once for a gift card and then again to get a reloadable Visa card. I also got rolls of stamps and everything that I needed was readily available. Service was quick too. When I reached there were 4 people infront of me and yet I was done and out from there on less than 10mins. This place is truely a neighborhood friendly post office."
,Your Honest Reviewer,5,"Although this Canada Post location can sometimes be hit or miss, I received exceptional service from Naveed this past Saturday. I had to show proof of identification to receive a criminal background check, and the process was done in under 5 minutes. However, I did have to wait over 20 minutes, as it's common for staff to take frequent breaks at this location. Other than that, I really want to thank Naveed, as he is super friendly and helpful."
,Landy Shu,1,Worst experience ever! The man who work on Tuesday afternoon and wearing glasses is so rude and also  discrimination. Before us is white man and he offered very good service and polite but he treated us very impatient because of we had yellow face?we just want return a package. That’s it!!!  his attitude make my friends and me felt very discomfort. This place was my first time come and would be last time.I’m so disappointed with Canada post in this place.
,Ling Kao,2,2022.09.09 - breached retail contractual agreement with Canada Post by remaining closed during outlined Canada Post retail operating hours. Closures occurring on numerous occasions conflicting with Canada Post hours of operation. Store Associate/Head Pharmacist risks losing Canada Post postal outlet and significant revenue loss.
,Thanuja V,1,Worst experience ever. First time returning clothing items so I was not sure how to ship it. I brought the original box the clothes were in and did not tape it. I asked the man for tape and he told me to buy it. Why would I spend $3 on tape just for one box. Waste of time . Extremely BAD EXPERIENCE knowing this is Canada Post running this. So ashamed in the service . Definitely going to UPS next time .
,Anastasia,2,"Is it acceptable for post office workers to have a break at any time? It would be great if they mentioned their break hours if they are longer than 10 minutes, so that the customers can plan their time. I needed to pick up my parcel which takes couple of minutes, but I had to wait for 35 instead."
,Garry hundal,5,"The lady Magzina is super helpful what she did for me nobody want to do for a customer
I forgot to renew my PO Box and that allotted to someone else she requested to that person and give it back to me …thanx magzina"
,Aanchal Punia,5,"A lady named magZina... She is gem💎. She helped me and one of my friend in TRV passport request.
Keep supporting like this.
Thankyou.."
,Hardik Joshi,5,"If you have any work related to Canada Post, I highly recommend visiting this post office. Magzina is very kind and helpful."
,GIREESH KAKUTURU,5,"They are super friendly, especially Magzina, wonderful woman. sincerely appreciate your efficient, gracious customer service.
I appreciate the help you gave me today."
,vivek kapoor,5,"I posted a registered letter today and lost my tracking receipt etc. I traced my steps back but couldn't find the receipt. I had the most amazing experience with Post Canada employee "" Magzina"" who not only helped me with my tracking details but also gave a photocopy of my envelope. She was busy, but efficient and compassionate. Thanks and God bless you!"
,Dancerneverstop,1,I am driving all the way with heavy package to handover to this Canada Post branch and see this notice - why there is a time break for none service during the working hours!l?!  You close by 5pm why you cut time period out of service without letting customers knowing in advance?! Very lazy staff!
,he bi,1,"There is a white trashy girl working there today (July 15, Sat), who is extremally rude and indifferent and lazy. She refused to even move the package from the weighing scale to her storage room and request myself to do it for her. She said it's too heavy - god it's just a mid size package and I'm a person skimmer than her - how come I can do it but she couldn't?!  Especially it is her job to do that!!  Let alone she always disappear from her duty during working hours!!! She is the worst Canada Post staff I have ever seen - Canada Post or Shoppers should FIRE her right away!  Indeed withe trash!"
,John Smith,1,"They lost a parcel I dropped off a month ago and never took responsibility even trying to resolve the problem, just asking the unexpected customer to contact the receiver or even show evidence of being there, the worst shipping experience in my life!!"
,Sahar Aurora,1,"I think you need to take Canada Post out of this Shoppers, because it is useless. It says it is open until 9 pm and when you get there, it is closed. There was literally one person at the store and I had a hard time finding her. She told me oh yeah the staff called in sick!
I was reading other reviews. Seems like this is not the first time it is happening. I am going to let Canada Post know about this location, because there is a reason you are there and that is to serve people. This way you are ruining Canada Post’s reputation."
,L Z,1,I went to the outlet to drop off an Amazon return package. An asian guy worked there told me that I needed to buy the tape there for him to process the package. Never had the problem before so I just went to another Canada post down the street and got the package processed in minutes (actually only less than 10 inch of tape was needed to seal the box).
,Harry in Downtown,1,"The staff do not know how to print out the label which was created and paid by client. He ask we go somewhere to print it out. Finally, he use photocopy machine to take label on my phone screen. Disappointed service compare with another location of Canada Post"
,Blake Wallace,1,"Everytime I come to this location I have to wait upwards of 20 mins, it’s gotten absurd."
,J G,5,"Friendly staff, always help me find best value on shipping rates.
Line up can be long but that is common at most CP locations"
,THUNDER CLOUD,5,"This Canada Post Office inside Shoppers is convienienltly located.
♿ Accesible enrtrance at the corner of Queen Street East & Parliament Street on South side of Queen Street in Historic Corktown.
Although it is at the back right hand corner inside Shoppers.
I have found the customer service & handling courteously all good.
The service my family & local residence have used for years in addition to mine for personal mail as well as for other business purposes we have been pleased with.They also sell stamps at the Post Office counter.
Envelopes & other items you may need for mailing to the left of the counter. I noticed the employees are hard working & handling mail arriving in a timely way. The small if any line ups at all prove they got this all moving quite well.
(C)  Jan.13th 2021 Thunder Cloud Author/Storyteller"
,Joel Rose,5,"I've been there many times and haven't had any issues. The guy tonight (Jin?) was friendly and dropped everything to assist me. There's parking, which is helpful if you're picking up big heavy items. I use this as my Amazon pickup point."
,Keith Ver,5,"Very courteous and fast service! The staff are nice and will gladly accommodate your queries!

Just a tip tho, when you get a delivery notice, make sure to call them first before you go there. Sometimes your package might not be with them yet so it pays to check first."
,Jooye kwok,5,"Love this Canada Post location - every time I have been here, I have been helped thoroughly. I had to call in one time to ask one of the staff members to look up something manually for me (essentially, she had to go through a long list of transactions to find mine), and not only was the staff member successful in finding what I needed, she was SO friendly. Despite the location getting really busy at times with customers, the staff members are so efficient and friendly. Highly recommend!"
,Andreas Lerch,2,Honestly I wouldn’t have given 2 stars if the teller didn’t give me a hard time about giving me a piece of tape to attach the packing label to the parcel. I realize this is not a free for all packing service. My parcel was packaged all I needed was a piece of tape to attach the shipping label to the package. Not a big deal I already paid 28$ to ship it. Please pick and choose your tape battles. I would totally have understood if I was trying to wrap a whole package up. Rant over.
,Md Shohel RanaXp,1,I'm sorry say that deliver person didn't call me for home delivery. He just give a notice card to collect it from post office wich was far away from my home. It took my 2 hrs of valuable time and Taxi took me $24. It could have solved on the 1st day just giving a min phone call. :(
,Steve gobbo,5,"Good fast service, regardless who is working behind to counter.  I go there too many times, but they seem to be ok with me.   Darcy is the best!"
,Mei owo,1,"I’ve been going here alot because it is in the neighbourhoods. The women that work here has no respect and manners. I can’t understand why they speak and treat customers in such aggressive tone. (As if we are filthy) They cant seem to know how to interact with customer’s in respectful manners.

Whenever I go drop off a package. I always speak in low tone and respectful. In exchange they confront with aggressive, rude attitude. It make me uncomfortable to speak. The workers here has no customer skills and unprofessional. I would recommend to avoid this place."
,Patrick Maberry,1,"I was here today and the lady working didn’t had any compassion. They refused to give me my packages. They told me my ID was expired, and who knew photo ID’s even expired. I was nice and show them my student ID, name on Credit Card, and even a photo of my passport on my phone to make sure they knew it was me. They still refused telling me it was company policy. I understand policy but some people need to have compassion and make one time exceptions for good customer service.

Driver should had deliver on my door tho, but they decided to drop here."
,M M,1,The woman who works at the post office is SO RUDE and UNKIND and NO CUSTOMER SERVISE SKILL what soever. I forgot to check her name but she always BOSSY and RUDE  I normally avoid this post office because she makes me soo uncomfortable. She should not be working if she doesnt know how to treat customers.
,Anna Rebodos,5,I brought in 2 packages to be sent to the US at 8 a.m. today. The postal clerk on duty was extremely helpful. I am a senior and the least bit tech savvy. She assisted me in filling up the customs forms and gave me tips on reducing postal charges. I am in awe of how amazing she was.
,Laura Kittar,1,"If I could rate zero stars I would. The women who work at Canada Post are absolutely sour and miserable. Unwilling to assist, combative when you ask them questions, and overall just a horrible customer service experience. I had a large package to pick up - that Canada post didn’t even attempt to drop off at my house (I was home all day) - and the staff were rude and unhelpful in the process of pick up. Skip this location unless you want your day ruined."
,Stephanie Woods,5,The man that helped me sort out mail forwarding after my mom passed was so patient and kind. I have always had friendly service here!
,Zareef Houston,5,Best customer service out of Canada post that I've been to. William and his co-workers rock!
,PAWAN MADANKAR,1,"Rude, unhelpful staff couldn't figure out how to print out a shipping label , take long lunch breaks as customers to wait , never saw such service anywhere really horrible"
,Angela Y,1,"Came in on a Sunday and hours of operation state they're open until 5PM. I came in at 4:30PM and they already had the gates closed. The clerk said she was closed for the day. I understand if I came in at 4:50, but you still have half an hour before your posted closing time. Updating your hours would be greatly appreciated to save people an unnecessary trip."
,basedomg,5,The guy that works afternoons there is a legend. Can’t remember his name but he’s featured in the photos above. He’s extremely knowledgeable and efficient and just an all around beauty.
,Nyuri A,5,"I just had one of the best experiences at Canada Post. The male officer (I think his first name starts with J and T for his last name? He looked like Keir Gilchrist anyways) was so helpful and nice to not just me, to every single customer, obviously. Thanks to him, my first online shipping went smoothly. I hope there's always an offer like him at every Canada Post lol"
,India M. Clamp,3,"Review in progress...
At first I stopped at the liquor store as the location was somewhat unclear. In California most post offices are stand alone locations (Canada Post located inside a retail store) what a nice surprise.

Nice to meet you today Zenny. I appreciate the help in learning all about Canada Post. The two kind offerings are appreciated/unexpected. Liked the ""We do not Rush in Canada"" quote.

I was advised as to how long it would take for items to arrive and it was communicated how to properly address  (given end destination). Letters posted and anticipating the response."
,Nick Wimpney,1,"They refused to give me a package with our company name on it without a business card as ID.  I went back to the office and got a business card from the office manager, but then they refused to give it to me because my drivers license doesn't match the business card (because business cards are ID, right?)

This isn't ""signature required"", or ""Delivery only to the recipient"".  They usually just leave them in our lobby where anyone walking by could steal them, but then today we've got to jump through hoops to get our package."
,Ray Abedin,5,"Hi I have 2 post cards I sent out on March 13 but didn't write the addresses can you please contact me if you still have them, I can provide address"
,Mikau Seafox,1,"Canada Post has twice returned a parcel to the sender that I had ordered weeks ago on the basis that my apartment in Surrey is an ""invalid address"". I had been living in the same apartment for 5 years, and someone I live with has been receiving parcels from them and Purolator with far less issues than mine. Quite possibly the worse postal service in the country, bar none."
,Cora Penaflorida,1,"I was in this outlet yesterday, June 04 at 4:35PM. I was the 4th person in line. At 4:46, the store clerk said that she is closing. I was next in line. I told her why she did not announce it. She claims that she did. I was mailing something that requires a tracking number, Just as I was about to leave, the person behind me said that she is just there to pick up something. The store clerk said yes to her. What is the difference with serving a customer mailing a letter vs a customer picking up something.
I never minded the long line at this outlet but the kind of service given yesterday was UNACCEPTABLE.
People come to this outlet because it is the only one in the area. I hope another outlet opens in the area so that less people would come to this outlet.
I put ONE STAR but this outlet deserves ZERO STAR"
,Whitney Bee,5,"As a small business, I’m always at Canada Post shipping out parcels.

I’ve tried many locations but the staff at this location are extremely fast and efficient even when there’s always a line up here during peak times. Every single Canada Post staff member here is professional and patient when you need to ask them a question.

They don’t overcharge packages and usually provides a solution for you to save money unlike some Canada Post outlets."
,Jana Evans,5,"Best post office employees ever. Last night the guy there, not sure what his name is, has a light beard helped a lot to send my package the cheapest way. The post office was busy but he was multitasking helping me and serving other customer in a meantime while I was packing my stuff or filling up the form. He was very friendly, efficient and fast. Honestly I am buying him a gift card next time."
,Hannah taki,1,"Most of staff members seem to provide amazing customer services.
But unfortunately one of member who is a middle age lady and has Chinese accent might need some kind of trainings of customer service.
Her way of saying is a kind of tricky and sounds quite rude."
,Praveen Pious,5,Visited this place to send two mails to USA. The employee was courteous and helped me send the mails. I didn't have any spare envelops with me but the employee loaned me two envelopes for a nominal rate. Wanted tracking to be included in the mail and it was also done without any issues. Thank you for the wonderful service.
,Maria W,3,"I’ve been going here for like a decade and it’s been pretty mediocre in service. There was a short older Asian lady at the counter working mornings who always seemed to be in a bad mood and whenever I asked her anything she would basically shout back the answer at me like I was stupid. The older Asian man hasn’t been that rude to me, but he’s just really slow and seems kind of miserable. Haven’t had any trouble with any of the other staff, but the evening people seem to sometimes take their lunch without someone to cover for them, and leave a sign up “will be back in 30 minutes”. Not sure if she still works there but there was one young lady who was excellent with customers. White lady with brown hair. Super nice and super helpful when you had a problem. There were a couple times that I went in the next business day after 1 pm to get my package and it wasn’t at the post office yet. I would recommend going 2 or 3 business days after receiving your door knocker, just to be sure."
,Cindy Tang,4,"The staff is professional. I usually just drop off package there, so they process it really fast. However there is always a long line and the customers before me always take extremely long time. Since there is social distance measures and people have mask required so I don’t mind that much wait inline :)"
,レーレーヴィ,1,"Worst location.
Employees could take a course in customer service.
Staff is condescending and rude.
They outright blame Canada Post about their notification showing that packages are ready for pick up being fake and should wait a day or until you get a reminder.

How lazy is that when you see them have no customers and a pile of packages to scan in, they’re instead standing around gossiping.

Do a full circle of Shoppers to not interrupt them and nope, they’re still gossiping and get mad at you for interrupting.

The senior Asian lady with the long wavy hair is the worst."
,Randy MacPhee,5,"A lot of people say this location is really bad. Just went here today, the lady working, Padma, was great! Quick, friendly, and professional."
,Julia Penwarden,5,"I attended this RPO yesterday to do a Telus return…no return label or instructions from Telus!  Clerk took the parcel, printed a label, gave me a receipt with the tracking number (which he explained) and told me to have a good day!"
,Nicky Lee,5,Great customer service. Nice clean place. It's an official Canada post office. Hours are better than other ones.
,B L,1,"Worst customer service ever! I’ve been here many time, never had a good experience"
,Kay X,1,The Chinese lady working on Sundays do not know how to multitask. Told me that they do not allow drop offs and asked me to go back of the line and then had the customers become outraged?! All postal offices allow prepaid drop offs. All you need to do is scan them when you have the chance.
,Ali Farokhi,1,"The employe in this branch played with me . I paid 50 dollars for overnight service to toronto and my document didnt arrived yet. It has been 3 days. I have a container in delta port which I needed to release . Now 3 days equall to 600 dollars late pick up . I am not sure who is going to be responsible for my damage.  This is the worse service I have ever seen .
Dont go there . They play with you ."
,Katherine Scrimshaw,1,"The service is wildly unreliable. I've been there several times when no one was manning the counter. On three occasions I was told the person who was supposed to be working didn't show up. Many, many times I've stood in a long line up for 20 minutes waiting for someone to get off a break. I only use this location when I have no other option."
,jw zale,1,"There is a guy with hat working here very unfriendly and impatient, can't ask him any questions. Seems he is always busy with his own stuff and no desired to respond you with questions. He seems not like Chinese people, and don't want to waste time on them"
,Alexander Leung,5,"TLDR:
Fast and helpful service that gets the job done well.

Main Express Review:
I live in the area and this is my go to Canada Post. The experiences that I’ve had coming over 10+ time over the past year have all been pleasant. I’ve been to other places and I’ve experienced issues such at language barriers, unhelpful / stressed employees, closures without notice.

Many times I’ve been here they’ve spent extra time to help people that cannot read directions to save their firstborn. Quite impressed with how they deal with customers like these all day without ripping all their hair out.

What do you want with a Canada post?
Marine Express has it.
1. Fast. Tick.
2. Reliable. Tick.
3. Patient, helpful and offers solutions to your shipping problems. Tick.
4. Plenty of FREE parking nearby. Tick

The shop isn’t the cleanest as there’s another repair business operating in the same unit but this Canada Post has their business together.

They deserve more love for what they put in. Would definitely recommend this location to others.

I’ve always been helped by Philip. Cool guy w/ heart in this game. You’ll notice him."
,Karena T,1,Please ensure you update your hours on Google. Came last Thurs at 1pm and the store was closed. Came today (Monday) at 1pm and store was closed again. Both times google said the store would be open.
,nicole,2,Okay location. Person providing service was quick but unfriendly. Only come here out of convenience/proximity. Prefer the SDM/London Drugs Canada Post offices
,Sam Jaspar,5,Extremely helpful and quick service.
,Andrea Papp,1,"This location is permanently closed. The closest post office is now at Hastings and Kaslo.

Despite informing Google that this location is closed, including photos, they refuse to delist it from Maps or mark as permanently closed.

Rest assured, 711 and CP have terminated their contract and this location is indeed closed."
,Sibylle Stipp,1,This location CLOSED since March 2023 - Canada Post has not updated online link to state CLOSED
,Chucho Godinez (GasparIlom),1,"Post office is closed at this location, the people working at the 7-11 were not very helpfull when I asked where was the nearest Post Office."
,Michelle Baudais,1,This location is closed.  I visited today and there is no longer a post office in the 7-11 at First and Nanaimo.
,Alex Dan,1,I attempted to give this location business. They want $43 Canadian to ship a parcel. I needed a strip or two of boxing tape for the parcel. I was told by the employee I must buy a roll of boxing tape. Because they’re a privatized location. I did not give them my business instead. I’ve been to dozens of other locations that don’t mind helping out by giving a strip of tape. No customer courtesy at this location
,hammy pie,5,"My favorite post office! The lady there is always super friendly and helpful to me. She advises me when to use the Canada Post flat rate box and when to not. There's sometimes a line, but the service is fast and efficient so it's probably the customer's issue having complicated requests."
,Nicky Lee,5,I really like their customer service here. I ship a lot here as it is one of the closer Canada Posts around.  They always are willing to help and save you money by offering you the best options.  What else can you ask for.
,Sabrina T,1,*Refused my packages*. Is this a real post office? The male staff questioned me if I'm a business(I'm not) when I tried to drop off 5 packages and he said they don't accept business packages and asked me to go to other locations! Is there a sign say no business packages accepted? Is that a written policy or personal preference? However I saw a full bin of business flyers on their table lol
,Kseniya Soldatenko,5,"This is one of my favorite locations. 1st of all, it's the closest post office to my home. And 2d of all, the service is usually very fast. I ship about once avery 1-2 weeks and don't remember having any problem at this location. FYI mail pick up time for this location is usually around 4pm on business days. So I try to bring my mail before that time to catch the mail pick up."
,fanny ling,1,"I went to ship a parcel but didn’t have a box so I purchased a box there. It was clearly a used box that they were reusing, but i still payed nearly 5$ for it. When I politely asked for tape to close the box, the front lady rolled her eyes and asked why I didn’t tape it in advance/bring my own tape. How in the world am I supposed to tape it “in advance” if I bought the box on the spot??? Well she ended up charging me $1 for the tape, which I wouldn’t have been as offended if she wasn’t so sarcastic. Don’t go there. The one on oak&42nd is so much more professional and friendly."
,A KL,1,"Busy location with long line ups. They don’t communicate with people standing in line. I got to the front after waiting 30 minutes. Was told to step aside and go online to file a customs form and come back. Did that and was told by one sour faced agent to go to the back of line again. Waited another 15 minutes until the other much more pleasant and helpful agent came and took me out of the line to get my parcel sorted. She gets the star on this review.

With all the moaning and groaning Canada Post does about other shipping carriers taking their revenue and the difficult keeping Canada post workers employed -  I had two options to send two small items worth $20 to the UK. Pay $50 for air or $26 for surface which takes two months and no tracking. Never again will I ship anything nationally or internationally using Canada Post. Absolute disgrace."
,Anand Arungundram Mohan,5,"Brenda L was very helpful even though I was taking a long time to get my new debit card to work. She was professional and got the work done perfectly. I wish her the best and kudos for being so helpful to customers till the issue got resolved. I took a money order here, and it is less expensive than even what banks charge."
,HandbagBeast,1,"The workers are not helpful always. I see long queue outside London drugs because service is slow, even only 1 worker on front desk.  You can see other staff not give a hand. Personally I experienced the staff sent me away to find a cardboard inside London drugs which is not an appropriate method for my document ending up I spent 1 hour for my mail. The second time the guy sent me away again as he said my parcel has not arrived yet. I doubt if it was true. I wish the management should look into the attitude of your staff."
,dmg luxury,1,"Everytime I come and drop an item there , they just look at you. No acknowledgement, no thank you ,No greetings, no smiley faces unlike other canada post office . I know this location is busy but customer service is really bad , no feelings lol"
,JiMi S,1,"It was definitely the worst service experience in my life. I wanted to send a parcel internationally. Line up was long. I waited for 30mins. When I got to the counter, the clerk said you need to do online registry thing. (The grey unnoticeable sign about this new system was stood next to the line up but the French side was facing toward the people.) So I went to the website and they want you to register an account(+email verification) and you need to measure your parcel. But I  put some approximate numbers because I don’t have a ruler and a scale. After all the hard work, I came to counter again and the clerk said I need to cancel it and do it again because I put wrong numbers. She just measured it for validation, not for the original purpose. Anyway I gave up because I even if I pass this whole process by myself the charge was extremely expensive and delivery takes at least a month (maybe 3!). It’s shame to be named ‘Canada Post’."
,Sasan,1,Unprofessional people in this post office. They need proof of the address from Ontario which I lived 2 years ago to fwd my mails to BC . Proof of my ID and my current address were not enough for them to fwd my mails. Mails are under my name I don't understand why they need proof of the address from ON for 2 years ago. I have updated my documents to BC.
,Cuisin Art,5,Have been using this location since moving to the neighborhood in 2019. Always friendly and helpful staff. Great place to pick up your Amazon shipment and do a return. Lots of help when using MoneyGram
,Nikko Wong,1,Do not trust this post office location.  Dropped off amazon return right into hands of postal clerk and it didn't even get initial scan.  Lost my return. Never had issue with pre paid Amazon drop offs at any other Canada Post location
,Kristina Patterson,5,"Friendly, fast-service, and an overall good experience. I used to go to the post office in  Madison Centre (closer to me) however, the extra distance is totally worth it! Goes to show just how important having good customer service is. I keep coming back to this location."
,Jen Moxin,5,I've been to this location two or three times. The staff was very kind and patient.
,sandeep kaur,1,"worst service . The lady who is working there is so rude, dont even try to guide people like what to do or which envelope they required. she knows nothing about customer service.
A long waiting line. work could be done earlier we they try to help and give information at first time rather than behaving like customer must know everything."
