Name,Author,Rating,Review Text
,Mike Porcelli,1,"Utterly horrible,

5cm of snow the other day = “weather delay”
Next day sunny and plus 1 = “Weather delay”

Basically if driver doesn’t “feel” like carrying boxes, you won’t get your delivery, if they see their might be stairs and a box that weighs more than 20lbs you won’t get your delivery.

Company I buy from out of Ontario is actively looking to replace them, customer apathy is the only reason these hacks are still in business."
,Daniel Lu,1,"NEVER, ever, ever delivers to your home. All other couriers with deliver no problem. I will make sure to forward the message! Great job!"
,Simon Archambault,1,"Paid extra for express shipping for an important parcel. Delivery guy came to the door with packages but did not use the bell, left as fast as he came like a ninja, driving the package back to the warehouse that is far away and closed for the weekend. Very poor delivery ethics in my opinion, I do not recommend purolator for professional delivery courrier services."
,Raphael Ribeiro Freitas,1,The WORST delivery company ever. There is a package that was supposed to be delivered a week ago but because it's heavyweight they keep postponing. Contacted MULTIPLE times and they say the delivery will happen in a COUPLE of days. It has been over a week and nothing was delivered! STAY AWAY FROM THIS COMPANY!!
,Emma Elliott,1,Terrible customer service. Good luck getting your parcel and receiving assistance when you don't.
,Francois Guindon,5,They took time to help me tracking my pacage even if i called them by accident.
,Claude H.,5,This location has excellent service. The one in St-Sauveur.
,Dora Michel,1,"These people don’t show up. They ask you to come pick up at the pick up point. And they share gas. How do I know that: each time Amazon send packages with them they  don’t come, AT ALL! I don’t find a notice from them. And it’s always the same problem! They really playing a sneaky game right there! I really get anxious each time Amazon chooses them as the carrier!"
,Shift K,1,"They decided not to deliver to my address because I had a somewhat big package (pc monitor). So what did they do? They sais that my apartment number wasn't on the shipping slip they printed.
After I went to pick up my package, I found that they purposely hid my apartment number with a new slip that had my apt number removed (the original one under it had it)

They did everything to excuse themselves not to deliver. Bruh."
,Yaw Row,1,"It’s so easy for them to send you a message that there is a problem in the delivery, please come pick it up from the office! Now I must drive 15 mins to pick up my parcels.
And I see im not the only one."
,Tammy parent,1,Walk there even if it's from China or Cuba or Cuba or Cuba. Nobody knows their job nobody wants to do their job. Everybody gets paid for their job though I didn't get paid for 3 days. They didn't they didn't supplement me with anything they're fault but my wage
,Hajira Syed,1,"Avoid shipping with Purolator at all costs. I understand shipping delays but when there is no update on your tracking number in 4 days and customer service can't tell you when your package will be delivered thats just bad service. They know exactly where my package is but wont let me go pick it up. They aren't the only ones running a business, ruining client relationships when their service cant deliver on time. Paying the extra money is 100% worth it UPS is a very close in price and sometimes even cheaper with way better service."
,Demetri Babalis,5,"Twice, we have had to use this outlet for our Purolator needs. At both times, the staff were very helpful and refreshingly efficient. A huge thank you to the two staff members who helped us."
,aderemi Ajibola,5,"The employee was very polite, patient and diligent to the point of attending to my parcel labeling and documentation within two minutes."
,Carine A,5,"Very professional  and dedicated customer service team.
I always receive great service."
,Sami Al-Khudri,5,The employees in the office were very polite and very quick with their service!
,Richard Proulx,3,Had some good experiences but last couple were not that great
,Lisa Traversy,1,Had items shipped to this location through the app Vinted. Turns out the site is closed and all the items were shipped half way across the island to Anjou and I do not own a car to go and get them. Thanks for leaving it as an option to ship to there Purolator
,Steven Bjerke,4,"Good concept to drop off or pick up purolator packages. The employee at the window was very friendly and courteous. Might be more convenient to have it parked at Place Émilie Gamelin outside Berri, it’s vacant this time of year."
,Chantal Forget,4,"The only problem is that you can't see it from the street. A sign indicating where to find it will be good. The service was adequate

The mobile is not in front of 505 but at the corner of St Hubert and Berri hidden by a large container"
,Ambre Thomas,1,"Unable to retrieve your package it's closed
I don't know how I'm going to get my super package back"
,danilo costa e costa,2,
,Jacques Riopel,2,"Not very interested in. Constructive criticism, once you locate the counter service area in the large busy Hamster store"
,fabian prendergast,4,Great service
,Lisandro Campanha,5,Service rapid
,Dany D,5,Fast service
,E Morin,5,"Every time I've been there, the gentleman at the counter has been very helpful and efficient."
,Aicha Bkhadda,1,"If I would give zero stars I would,I have been waiting for my package to be delivered for a week and there was an attempt deliver but did not call me nor notify me.I better get my package I paid a lot and I’m not in the right mind to wait any longer I’ve called many assistant and they told me my package would be delivered which hadn’t been delivered in a week.I am very disappointed by the customer service you guys should know better"
,MissRaccoon3,1,"The deliverman nicely dropped my parcel from Amazon to the wrong address,the picture who took clearly show it as well. If nobody complain,they will continue doing that poor job . Amazon lost money, the refund me and I will avoid Purolator if I can"
,Eric Ghazarian,1,"This place is closed , i drove there for nothing . They should remove from Google map . Dec 2021 ."
,Leona Mbonyingingo,1,Not answering
,AB Mahmud,5,Good service
,Michelle L,5,Easy
,cute SoSo,1,
,zahra zangeneh,2,
,Nicolas Anid (Nick710),1,Misleading
,Aboud Bahini,5,
,Fleur d'Orchidée,5,
,shota armstrong,1,"If could give it 0 stars I would. Worst experience I’ve had trying to ship something. I got there before about 15 people but received very little help before they dealt with anyone else. Had to reenter shipping info 3 times in the computer before it actually worked. All the info was already on a label I made but I had to make their label for some reason. And for whatever reason the employees couldn’t do ship it themselves when everything there. Should have taken 2 minutes but it was 30+ minute ordeal. Lady on the phone said that it should take the package 2 days, but when I got to the centre they said 3. The call was placed within 20 minutes of me getting to the centre. Flight leaves Monday night either way so the system they use is not reliable."
,C H,1,"They NEVER tell you when they’re delivering. I have ALWAYS had to venture somewhere away from home to pick up a package, every single time despite asking to be notified when the package arrives. “I’m sorry we missed you” should be their motto."
,Zenah Surani,5,"The individual working on Sunday July 9th during the day was very helpful. I couldn't find my tracking number on my phone and only had my ID. He saw that I was struggling and retrieved my package anway, after asking a few questions. Thanks for being helpful and efficient!"
,Dakkar (Rabanne),1,"I’m yet to receive a package from Purolator on time. When I buy something online that is expensive and I find out they used Purolator to ship it I become very anxious and worried because on top of delivering my packages late, the driver doesn’t even bother ringing the bell after they dump the package outside for anyone to steal. Everything became clear and started making sense when I learnt that they are owned by Canada Post. I now call merchants before hand and ask if they have different shipping options, and if they only ship with Purolator then I don’t buy from them 🤷‍♂️"
,Jag Gill,4,I've used the Hawthorne location many times and it's always been a pleasant experience. The people who work there are joyful and seem to enjoy being at work. The staff will go above and beyond if they can and it is much appreciated.
,Shannon MacCuaig,1,"I have repeatedly had Purolator truck come to my door with a note saying they missed me - no ring or knock, no package in hand. in other words, no intention of trying to give me my package, and I had to go fetch it at this location. I'm not sure if it's fair to give this location only one star, because I don't know where the driver is from... my direct experience with this location has been good, but they couldn't do anything about the drivers in question when I complained."
,Barbara Houghton,1,"Since Christmas this store/dropoff location no longer gives receipts when you drop off your packages. So, if your parcel is not scanned it will be untrackable thus the customer will have no proof that they dropped off their parcel. The excuse I was given as to why there is NO MORE RECEIPTS, 'the paper is too expensive'.  Really Purolator, I'm sure you can afford it with what you charge or maybe you should ask Canada Post for a paper loan!!!!!!!!!!!!

Vanessa, you obviously did not read the post correctly. I am talking about PROOF OF DROP OFF. Having the shipping label is no good if it is NOT scanned. So here is the scenario: I drop off 2 packages, I leave the store, later on I look in the system for the tracking updates and only see one. Can't find the other. I go back to the store the next day and show the clerk my two tracking numbers but he/she can only find one in the system, but I dropped off two packages, they say 'Sorry Ma'am but we only have the one, are you sure you brought in two packages?'. There has to be a PROOF OF DROP OFF RECEIPT for the Customer before they leave the store. Clerks get busy,  parcels can be put in the wrong place or they think they scanned them but they have not been scanned and are passed through. The parcel should be scanned in front of the Customer and a PROOF OF DROP OFF RECEIPT provided before the Customer leaves the store. Mistakes happen and I know they do, WHY, I have had 25 years in the Postal business, I worked in many departments including the plants, so I know what I'm talking about. I will no longer use Purolator for this reason, I agree you need to cut costs, but cutting a Customer's PROOF and CONFIDENCE is not one of them and definitely not good business practice when the Customer and their merchandise is supposed to be your #1 number one priority."
,Portal,1,"Does anyone know how this company is still in business today? I read the reviews and I'm just surprised because I also met very bad service. I do not know how they delivered my package, but for several weeks the delivery person did not call me even once. If you live in an apartment building, avoid this company. They are incapable of calling people to deliver a package.
Separately, I want to say about the customer service. Generally rude and indifferent people work there. They called me three times, and I explained all three times that the delivery man would call me upon arrival. I would go downstairs and pick it up myself. The driver does not even have to climb to the top floor. But it was all useless. These are irresponsible people who do their job very badly. I requested that my package be returned to the sender and we will use another courier company to send my package.
No more Purolator."
,Cody Vanasse,1,Walk up to your door and don't even knock just put a note on your door and walk away making you go pick it up. It happens all the time so it's not just a certain driver.
,Ranmal Perera,5,"Hi, I'm the guy with the basketball hat!! I went to this Purolator store to return Bell wifi pods. Very quick and excellent service. No hassle what so ever."
,Naaïlah Yodoma,1,"The worst experience I ever had with a delivery service.
The day of the delivery (on Monday )I called them to leave my package without signature since I was at work but they said no and I missed the delivery.
I asked to send the package to a pick up location since their main location is really far from the city. They did a “sorting error TWICE“ TWO days in a row which mean the driver didn’t pickup the right package to make the delivery and we are Friday today and since they are closed on the weekend I have to wait until Monday to have my package. (If they don’t do another sorting error)
I called them to ask for a pickup to their main location since they are incapable of doing the right delivery and I can not spend another weekend without internet but they couldn’t even prepare my package for a pickup before the closing time.
Because of their mistake I spent the whole week and will spend the weekend without internet and I work from home.
Very disappointing experience."
,lud_genesis (genesis011),1,"Unfriendliest staff I’ve ever met they try to rush you out the door, needs a proof of residence even tho I have the emails confirming my order… really just a terrible experience all around"
,J L,1,They do not follow proper procedures and drivers will forge signatures with no attempt of knocking on the door to advise of deliveries. Avoid having packages shipped via Purolator at all costs.
,Michelle S,1,"We ordered new phones through Bell, they were delivered late-while my partner was in Kuwait. Despite having filled out SEVERAL “no signature needed” forms over the years (we live  in the woods), I did not have the means of going to pick them. My partner was calling them from Kuwait to see if they could hold onto our phones past the 5 day maximum they attest to on the pickup ticket since he was in the Middle East. He spent 2-3 hours trying to get through to someone only to have someone say they would call him back. They never did. We went today (Tuesday)-closed! Our new phones are…we are not sure where exactly. If I had known Purolator was the courrier, I’d have stuck with Rogers. TERRIBLE EXPERIENCE AND SERVICE. How are these guys still in business?"
,Guy Lachance,1,I was home but they just didn't attempt to deliver even if it says they did then they declared as having an invalid adresse. The same address intelcom delivered to... Called and chatted customer service 3 times for pickup. Tracking still hasn't updated. Now I have to wait if it will show up ready for pickup anywhere. It's like a slow  package hostage service now.
,Arkadi Romijn,5,"Great service!  Very receptive when it comes to purolator, but this is also a business and they are friendly, knowledgeable, and experienced.  It is a health food store and I highly recommend combining a drop off/pickup with a chance to shop"
,Shannon Zuniga,1,Worst delivery company EVER! Twice claimed they tried to deliver packages on a day I was home!! Trying to reach someone at the 1-800 phone number is an exercise in futility!! I would STRONGLY advise staying away from this company!
,Den,1,Never there gone we can’t leave a package
,Mark Cairns,5,Simple and fast Purolator shipping.
,S H,4,Very helpful
,saeed ghoddous,5,"Impressive customer support by Zach. Although his shift was almost over, he stayed to help me ship my items. He’s the best."
,Kerry Wilson,2,This is drop off mostly. There really isn’t anyone there to help you if you have a question/concern. It gives the impression that the Home Hardware this desk is located within really doesn’t care that much about the business.
,Boris Shpungin,1,"Came today to this Purolator location to drop off prepaid package. Staff in very rude form refused to accept the package and provide receipt. Try to avoid this establishment and do not waste your time to come here.
Terrible service!"
,Michael,1,"Purolator is by far the worst courier service. Unless you absolutely need to use their services, you will be better off looking elsewhere. Their couriers never bother delivering: they have a simple KPI to visit the address, but the sooner they leave, the sooner they can finish their job. So, if they need to get your signature and you live in an apartment building - bad luck, the courier won't waste their precious time waiting for you to go downstairs, they will just leave a sticker and make you do their job for them next day. Their customer support won't bother helping you."
,Eric L,3,All the way in the back. Isle are freaking small
,Jennifer Turley,1,Horrible service. Each time I go in I’m completely ignored by staff. No tracking receipt given. They want you just to leave package on counter where anyone can take it. Several time my packages have not been delivered. Lost or stolen I suspect.
,Robbie Creswell,5,
,Tania Lavergne,4,
,I K,5,Easy to drop off packages.
,My ACCOUNT,4,
,Noha Omar,5,
,julia,1,"TERRIBLE SERVICE!! They said they attempted a delivery but there was no call and no knock. I was home all day. It ended up in the warehouse and although very inconvenient I came there and they wouldn't give the package to me. Atm I'm unable to pick it up again so I CALLED SO MANY TIMES, waited so many hours for them to attempt a second delivery and nothing. I'm so stress I just want my package I could cry. I don't know what to do."
,B L,1,"The delivery person for 2077 Pembina is fraudulently reporting that they have attempted delivery. They do not attempt delivery, so do not leave a notice for the customer at our doors. The package is then returned to the sender, and we have to start our orders all over again. FRAUD. They have held urgent materials hostage due to the laziness of their drivers!

You cannot phone 2077 Pembina. They hide their number so they don't have to deal with all the problems their drivers cause. You have to call the 1800, where you just get the annoying recorded voice that sends you in vicious circles. Use Fedex.

UPDATE: oh boy. Now customer service tells me I have a package at the depot. It arrived today. But Delivery Guy was too lazy yet again to buzz me or leave a delivery note. I had to go down there. This genius is probably spending his day in Starbucks or at home watching TV, then just dumping all the packages at the depot.

FURTHER UPDATE: the bank at the other end unfortunately used Purolator again. For the 4th time in a week, they did not attempt delivery, and have not contacted me.

USE FEDEX."
,Muxin牧心 Wang,5,The stuff is one of the most wholesome person i have ever met. She was so nice and even helped me packed my parcel into a smaller size to save money.
,Onyi Zubby,1,"0 star. Most terrible experience I have ever had from a delivery company! Hopefully all other companies that use them to deliver packages disregard this delivery service and use their competitors to avoid putting their valuable customers in horrible experiences and stressful conditions.

Two items was sent out to me from ON to WPG through purolator! I Was supposed to receive both packages on Thursday! Both item came with two different tracking numbers. Per the tracking one was sent out on Thursday waited all day but no delivery was attempted but was updated on the tracking info online that the delivery driver Attempted delivery - receiver unavailable. And we should come to pick up. No delivery notice was left, I was notified by the online tracking. Whereas the second order was been delivered the next day (today, Friday), same story as the first order-  Attempted delivery - receiver unavailable. While I was sitting at the lobby and waiting for the package whole day, NO ONE SHOWED UP!!!  SERIOUSLY??? NO phone call, no buzzer/doorbell ring. I called customer service on phone and to get a hold of them is another task, long wait times greater than 45min before you get through to an agent.
Now I have to drive for 50min for pickup on Monday as they are closed weekends, waste of my time and money for gas in this trying times and weather. All this which could have been avoided if the delivery driver are doing their job professionally and diligently.

If the delivery drivers are sure they are doing their job correctly and are not been so lackadaisical on their job/duties then they should be handing out delivery notices for failed attempts.

This is reoccurring with other customers as well so Purolator should look into this and do something about it ASAP!"
,Soma Verma,5,"Pembina location has fast service and very helpful employees.  Gurleen and the other lady always there in mornings( i wish i knew her name ) were fantastic they were so friendly and offered  help . Best customer service , Got all my questions answered. I had 3 different applications to drop off . Some reason my all 3 form came back i had to make 6 visits to this location every time got best service and help . Very very friendly staff best suggestions by them saving me in address book made my work way easier each visit . I Will prefer this location for all my drop offs. Thumps up to those awesome ladies !!!! Deserve more then 10 stars . Thank you so much !!!"
,Jeffrey Hammond,1,"Fri. July 21/23. 2:50p.m. Inconsiderate driver in Winnipeg parked illegally on wrong side of street, on Fleet Avenue. He would not move his van until he was finished his delivery. He was impolite & blocking traffic. Very unimpressive."
,Marc Fontaine,1,"I firmly believe that they aren’t even trying to deliver my packages anymore.
I’ve been home for 3 days straight, practically SITTING by the door. Constantly very actively checking the tracking information.
Have not received a single knock on the door or any sort of phone call to alert me to any sort of human person outside. But suddenly 6 minutes later I’m “unavailable to receive the package.”"
,Deborah peeters,1,"It sounds like Purolator has become a terrible company to rely on these days. Hiring people at minimum wage in most cases brings in workers who don’t care about people’s precious items they buy with hard earn cash. I’ve never up to this point ever had a problem however reading all of these negative reviews of this company in the last while I will use the post office instead for my package today. I will cancel my business account as well. I don’t want to ever take the chance of losing my package to tell i you the truth now that I recall there are 2 packages I’ve been waiting for I’ve never received I bet was sent by the store I ordered from in December last year  used purolator I just bet. They said it had been delivered but I never got them. So yep thanks everyone  for your feed back on purolator.
Deb"
,Parmeet Sidhu,5,"Have had great service here for sending return packages, quick in & out every time."
,Xi Dongguo,2,"This is the worst delivery experience  I have ever had in my life.
Force me to sign an inexpensive package when I'm not at home, changing to another time is not possible,  so I have to pick it up. The guy at the pickup spot was friendly and helpful tho"
,moises rodríguez,4,Last time I was there the attendant was very helpful. I guess your experience depends on who is working there on a given day.
,Kim Einfeld,1,Please review the hours you have listed. This page says 10 pm. The store is closed at nine.pm What a waste of time.
,Monsieur Martin,2,Printer not working. No way to scan and print the label.
,Darryl Field,5,Works great!
,Zuz Zuz,5,Awesome service
,Navneet Garcha,1,I am really upset with your service. This is my 2nd time. I did not get my delivery and no one came at my building and no one used the buzzer code. They rescheduled my delivery. I don’t understand if they did not showed up then how they rescheduled.
,B,1,"Shipment was delayed, no updates provided. Just sat in their sorting facility. Had to have it rerouted to a pickup location. Added more delay to pick up my item. Paid an extra 20$ for expedited shipping. Avoid at all costs"
,Daniel Esguerra,1,"Terrible Company. The fact that Amazon even does business with Purolator is baffling. I ordered a tv last week Wednesday with Amazon Prime 2-day delivery and today is Friday a week later and I still haven't received my package. This company is very lazy and doesn't care about their customers. Not one other delivery service has ever let me down. If I could give them negative stars, I would."
,Spooky Mulder,1,"Package said it would arrive for sure last Friday, of course it didn't. Then it said it would arrive Monday , of course it didn't. Monday night after scanning it into the sorting facility 3 times for whatever reason they finally say oh it's 70 pounds so we need to arrange special delivery . They said they would contact us to setup a special delivery time, of course they didn't.  My wife phoned finally Tuesday morning after not getting the call they said they would give us. So they say we will phone you back in yet another 24-48 hours to setup delivery which will probably be several more days. I should have just went to the store and bought a desk. If you have a choice use any other delivery company. If you can get the item in the store just do it . Purolator will not get you your package when its promised by and they will make little to no effort to get you your stuff in a timely manner, avoid at all costs."
,rajvinder kaur brar,1,Such a bad service.Even one star is too much for them . I paid for express service nd even ask them to hold my package because it’s my important documents. .when I call them they told me they are going to deliver my home because my request is not their system. They don’t have their drivers phone number or other things so someone in emergency can reach them .just sit home and wait for their super slow services that suppose to be expresse
,Tarnvir UPPAL,5,Go through the back of building go inside and box is right there
,Harshdeep Singh,1,There is no dropbox.
,A N,1,Didnt find it there
,Yuchi C,5,
,Johan Jaimes,1,I was there looking for the Purolator Drop Box but could not find it. I looked for it inside the 444 building at level 1 and around it and it was not there. Maybe it is not there anymore. I had to go to 330 Portage Av.
,Paracide,1,"I look for a long time, but I can't find the drop box"
,Brenda Kwiatkowski,5,"So easy, fast and friendly staff. They certainly know what they are doing.
Very efficient."
,Lawrence Blo,4,
,Darlene Berry,5,Handed my package to friendly Michael's staff at front cash register :)
,D Day,1,Can’t find the drop box?! Another person was here and he couldn’t find it neither.
,Tena Tena,5,
,Onyi Zubby,1,
,Onyi Zubby,1,"0 star. Most terrible experience I have ever had from a delivery company! Hopefully all other companies that use them to deliver packages disregard this delivery service and use their competitors to avoid putting their valuable customers in horrible experiences and stressful conditions.

Two items was sent out to me from ON to WPG through purolator! I Was supposed to receive both packages on Thursday! Both item came with two different tracking numbers. Per the tracking one was sent out on Thursday waited all day but no delivery was attempted but was updated on the tracking info online that the delivery driver Attempted delivery - receiver unavailable. And we should come to pick up. No delivery notice was left, I was notified by the online tracking. Whereas the second order was been delivered the next day (today, Friday), same story as the first order- Attempted delivery - receiver unavailable. While I was sitting at the lobby and waiting for the package whole day, NO ONE SHOWED UP!!! SERIOUSLY??? NO phone call, no buzzer/doorbell ring. I called customer service on phone and to get a hold of them is another task, long wait times greater than 45min before you get through to an agent.
Now I have to drive for 50min for pickup on Monday as they are closed weekends, waste of my time and money for gas in this trying times and weather. All this which could have been avoided if the delivery driver are doing their job professionally and diligently.

If the delivery drivers are sure they are doing their job correctly and are not been so lackadaisical on their job/duties then they should be handing out delivery notices for failed attempts.

This is reoccurring with other customers as well so Purolator should look into this and do something about it ASAP!"
,Chris Harp,5,Simply drop and go
,John Spacek,2,"Doesn't handle parcels (they were piled on top of letter drop box) and open to public, so Amazon returns left at own risk!"
,Kelly Morrisseau,1,Cannot find this drop box anywhere. I looked on each floor of this address. No signs to direct
,dj rahdil,1,It's not there
,Arthur Giesbrecht,5,Fast and easy service!
,Seekingtruth Notfindingany,1,It is not there
,Kris Chorneychuk,1,"The ""maps"" icons all say ""open 24 hrs"" but they are inside office buildings. There is no signage outside of these buildings and they aren't visible thru the glass of the locked doors. I walked all over downtown past where 4 or 5 of these ""drop off"" locations are supposed to be - Saturday afternoon - and I couldn't drop off my parcels.
(Edit: doors on these buildings are all generally locked outside of M-F 8am-6pm)"
,Jesse Aarinola,4,Doesn't service Amazon returns. No direct number unfortunately have to wait on the main line for all of Purolator.
,Johan Jaimes,4,The entrance is over 330 Portage Av. The main entrance is locked and access is with a card only but people working at the building are very kind to open the door from the inside for you. The drop box is not easy to find but the security person was very kind to help me. The envelope was picked up the same day I dropped it off.
,Kamrul Chowdhury,5,Easy and secure location to drop of the return items. It is located near the back door of the building.
,Allan Miller,1,Package was left a day ahead of the appointment with no home to receive the package.  Package was just left on front steps. I attempted to contact them to resolve the issues and only got automated responses.  In short I was not happy with the service I got at all
,Sehajpreet Singh,5,"Guys this purolator is in Micheal (this store’s entrance is outside the mall ) and there is no sign or board saying “PUROLATOR” So just go inside “micheal”and ask about your parcel on  cash counter and they will give you your parcel 📦 💡, have a great day(coz the mark itself shows the location inside mall and i had to spend 10-20 minutes looking for Micheal inside mall ,while only store is inside mall but its entrance is outside it .. i had added some photos too google didn’t show it up (don’t know why) but atleast others don’t have to waste there time like i did)"
,Angel Peterson,1,Very hard to find.
,Richard B,5,
,Apofils Lawilka,5,"Good service - got my package, and sent back a return as well."
,Jonathan Munro,1,"Here's some advice. Use any shipping company other than Purolator. They aren't worth it. Unless you are home during business hours, they will never leave your package without a signature. If you ask them to deliver without requiring a signature, they will outright refuse. They wont leave your package at a local post office like every other delivery company. You will need to go to their depot to pick the package up. It's in the middle of nowhere and takes ages to get to, especially if you don't own a car and have to take the bus. Then they will only hold your package for 5 days. So I hope you can find time in that short duration to obtain your personal property. They are not a delivery company. Their job is to receive your property, tell you to pick it up from them and then dispose of it when you can't, which you pay a very high fee for. Use any other company, I'm telling you."
,OrangeHarrisson,1,"Pickup center that is basically in the Sticks, and you will need to go there every time you've been cursed to deal with them due to a clueless seller that won't use a proper shipping company since the delivery guy will not knock or call and will just leave a notice since they're in such a hurry.

Canada Post will call you and wait downstairs and the pickup points are always nearby, same with FedEx and UPS. Most inconvenient shipping company to deal with and always takes the whole day and 5 pieces of I.D and proof of address for them to finally release your parcel to you. Opening hours are a suggestion as well."
,Viviane Desbiens,1,"The service is fast, unfortunately if there is any issues/damaged with your package cause by them, you won't have any reemboursement or service for your lost. They won't even reembourse the shipping fee, so disappointing!"
,Joana Medeiros,1,"Their in-person service is even worse then their online services. I was rudely served only to be told my package is being held hostage. Please close and give the place to a better company. Incredible how I only have any major issues with Purolator compared to other companies like DHL, Canada Post, Intelcom, UPS, etc…

Absolutely not one email notification either, it’s like it thinks it’s operating in the year of 2000"
,Omar Sedky,1,"You are a scar on the face of the shipping industry, you should gather all your employees and have them line up, bending their knees and apologizing for each shipment that has been managed by this useless company! Save the universe and humanity and close this company!"
,Christophe Paquin,4,
